Event ID,Timestamp,Source IP,Destination IP,User Agent,Attack Type,Attack Severity,Data Exfiltrated,Threat Intelligence,Response Action
bed2d72f-65c4-407f-880d-ea1ed3bf3ba8,2021-04-29 04:38:03,107.51.29.96,212.4.188.82,Opera/9.63.(X11; Linux i686; eu-ES) Presto/2.9.175 Version/12.00,Malware,Medium,False,Responsibility south five chance put body campaign identify.,Recovered
5314cbbf-d7a5-4a42-96c8-5132d85938cf,2023-10-22 03:50:46,76.233.53.187,30.32.63.214,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/23.0.816.0 Safari/533.0",Malware,High,True,Lot whatever itself.,Blocked
4371c7ff-53dc-4e7d-ab26-2f05b27f4a1a,2022-06-23 10:42:53,143.51.202.183,140.225.176.191,Mozilla/5.0 (Windows NT 5.2; th-TH; rv:1.9.0.20) Gecko/2019-03-12 16:44:55 Firefox/3.8,Phishing,High,False,Purpose focus check program enough.,Recovered
61eee821-be75-4e05-b8f6-06cbdc41eea4,2023-08-08 15:23:29,130.104.3.119,135.57.26.171,Opera/9.25.(Windows NT 5.2; ca-FR) Presto/2.9.175 Version/11.00,Phishing,Medium,False,Spring around religious any.,Contained
b435a950-7ae6-4f68-91f2-b4fde6cc0784,2021-06-18 19:25:39,188.206.87.156,98.119.8.234,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0),Insider Threat,Medium,False,Light across meet result own.,Eradicated
980f9fa3-7dcf-4d4e-a477-22392170f060,2020-11-12 05:35:27,9.226.69.199,81.241.135.215,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/25.0.812.0 Mobile/51V653 Safari/535.2",Malware,High,False,Subject face quite study less heavy skin opportunity.,Blocked
e4893a18-eac3-48ae-bc23-a247a797d54d,2022-01-22 10:35:09,130.12.249.229,140.164.136.209,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2015-03-06 02:14:39 Firefox/3.6.9,DDoS,Medium,False,Much technology across drug land lay interesting.,Contained
4d0c9429-620c-4b67-b331-ee5e221ed36e,2023-11-22 19:16:35,98.186.170.119,33.238.228.234,Opera/9.21.(Windows NT 5.2; lt-LT) Presto/2.9.180 Version/10.00,Ransomware,High,False,Improve major allow career when technology.,Eradicated
ca3466bb-6cf1-4b62-9b06-d765b1e0d76d,2020-05-01 15:36:13,189.213.179.240,28.147.172.35,Mozilla/5.0 (Android 5.0.1; Mobile; rv:24.0) Gecko/24.0 Firefox/24.0,Insider Threat,Low,False,Job want administration peace onto risk pressure.,Eradicated
adc90c21-2992-4d0c-b956-3ebc1b8f979e,2021-05-12 18:37:04,19.116.86.94,126.91.70.74,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/34.0.848.0 Mobile/26I187 Safari/532.1",DDoS,Critical,False,Impact able whatever friend Mrs sister.,Contained
88cdae45-9c23-4664-baea-ce6e7188facc,2023-02-04 05:10:18,97.224.124.52,160.162.26.182,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),Ransomware,Medium,False,Relationship wall man score wide sport.,Recovered
fc17e645-ce6c-47a0-9e03-696705c2ef74,2020-12-31 21:14:52,161.160.189.247,55.10.151.135,"Mozilla/5.0 (Windows CE) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/31.0.821.0 Safari/535.2",Insider Threat,High,False,Bag woman tree course compare make.,Eradicated
bcd94bb5-c6cc-43c5-8409-e6cdd1559bd8,2022-03-03 17:58:01,199.235.251.130,135.139.247.19,Mozilla/5.0 (Android 3.2.3; Mobile; rv:61.0) Gecko/61.0 Firefox/61.0,Malware,Critical,False,Special crime change leave.,Contained
2df4842f-8353-4bf1-8631-5ca00006e258,2023-02-25 21:44:25,112.190.208.72,14.178.176.193,Opera/9.29.(X11; Linux i686; os-RU) Presto/2.9.174 Version/10.00,Insider Threat,High,False,Score fish knowledge investment song.,Contained
65718d05-5cc5-4ea5-bbb5-d3daa09faec0,2021-03-15 03:27:51,219.56.80.108,96.44.206.157,"Mozilla/5.0 (Windows CE) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/16.0.858.0 Safari/534.2",Insider Threat,Critical,False,Now church door.,Contained
8920c0af-2f6b-46bf-a8c7-32172e1a207d,2021-05-02 13:13:21,200.236.235.21,222.12.80.230,Opera/8.55.(Windows NT 5.01; mag-IN) Presto/2.9.167 Version/10.00,DDoS,High,False,Business rock successful give.,Blocked
48527175-5d3b-435f-ad29-8a94822daa85,2022-06-11 01:43:52,67.226.46.42,110.180.245.42,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.1),Insider Threat,Critical,False,Order knowledge when perform focus.,Eradicated
4c251627-ca80-46be-9765-9a1971bbd42c,2023-01-06 16:32:59,191.89.214.89,153.200.104.134,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; pap-AW) AppleWebKit/532.20.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.20.3",DDoS,Low,False,Return sell stuff our.,Contained
a4f27716-d059-42ea-b041-17a005331ac1,2020-11-23 17:42:41,163.83.19.101,114.96.236.42,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.0),Ransomware,Critical,False,Quite mean director attention east.,Recovered
e5a36b40-235d-46de-a4a0-b4856434dfbe,2023-11-13 02:48:52,131.240.202.186,104.59.247.100,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.34.3 (KHTML, like Gecko) Version/4.1 Safari/531.34.3",Ransomware,Low,False,Manager strong ability.,Eradicated
4f9f0cc8-3bc9-4c07-b6f7-e444f884edbb,2023-03-11 18:08:33,162.21.75.151,82.214.186.219,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/23.0.814.0 Safari/536.0",Ransomware,High,False,Short soldier idea want window represent.,Contained
870e8fcf-2481-4352-9196-c7c68de74189,2022-12-18 05:16:32,150.148.162.213,69.165.214.108,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.1.2 (KHTML, like Gecko) Version/4.0 Safari/534.1.2",Insider Threat,High,False,Government environmental current interview yeah than.,Contained
64ed6a16-151e-4b16-8e39-6d3b10df9e75,2023-05-15 22:27:10,157.20.171.234,218.225.234.131,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.867.0 Safari/533.0",Phishing,Medium,False,Himself sing candidate likely.,Eradicated
4cb43d25-f0db-4e21-b590-1d0e272d3994,2022-12-17 02:27:08,142.19.23.110,166.175.153.167,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.19.7 (KHTML, like Gecko) Version/4.0.3 Safari/532.19.7",Insider Threat,High,False,Dark whatever board avoid region.,Recovered
b18fe4b6-1a5d-4629-9352-c386edda923b,2022-02-08 03:25:53,140.235.173.214,113.9.188.125,Opera/8.26.(X11; Linux i686; the-NP) Presto/2.9.183 Version/12.00,Insider Threat,Medium,False,Yard read political relationship control hospital red.,Contained
1840efa4-1838-4a6f-992f-bb96c115b083,2020-11-24 06:34:51,203.210.207.20,161.162.54.224,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/18.9n7865.0 Mobile/10D893 Safari/533.0",DDoS,Low,False,None arm surface.,Recovered
cb152ded-4f03-435d-811f-664d01c7edaf,2023-07-15 14:05:06,84.86.57.21,33.111.254.157,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; eu-ES) AppleWebKit/535.28.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.28.1",Phishing,Low,False,And if almost wear image reach life behind.,Blocked
554ae665-c74d-43c1-a56f-c6cc2648994e,2021-08-31 21:30:23,31.235.7.218,88.187.30.129,Opera/8.59.(Windows NT 6.0; kw-GB) Presto/2.9.162 Version/12.00,DDoS,Medium,False,Should their issue.,Blocked
bef2d6ba-e33f-48b3-910a-ade85937f62c,2022-02-20 22:35:47,51.191.235.33,57.102.209.215,Opera/9.28.(Windows NT 4.0; gez-ER) Presto/2.9.165 Version/11.00,DDoS,Low,False,Break work paper enjoy show factor upon participant.,Eradicated
40baf234-a9d6-48c3-9d2c-63338f96600b,2020-05-14 05:04:43,172.166.16.150,5.14.132.210,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_8) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/22.0.834.0 Safari/533.1",Ransomware,Low,False,Knowledge different member take people.,Blocked
865e3ed7-934e-47c3-9647-cf0683be681d,2021-04-21 04:13:48,216.72.174.10,149.40.255.115,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; rv:1.9.6.20) Gecko/2021-04-02 18:22:49 Firefox/3.6.13,Ransomware,Medium,False,Local our national.,Recovered
4df25469-07aa-40d8-8c71-fe123e6be20c,2020-08-16 17:42:41,144.184.227.14,216.75.217.219,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),Insider Threat,Medium,False,Discussion foot response appear recognize.,Eradicated
133732fc-5a2b-464d-8103-5522fdd8e474,2022-01-07 06:52:40,1.25.197.199,98.196.60.215,Opera/8.43.(Windows NT 6.2; uz-UZ) Presto/2.9.182 Version/11.00,Malware,Low,False,Believe heavy suggest approach minute hour follow.,Contained
c5900321-4fc6-46ea-ba06-c9edb8917302,2023-05-15 03:17:05,64.30.112.28,102.48.188.124,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2011-12-27 04:27:46 Firefox/14.0,Ransomware,Low,False,Religious north near value.,Recovered
b89c907b-98a2-4052-a81f-961ed7633fdc,2022-07-09 02:12:09,94.146.62.4,209.48.198.73,Mozilla/5.0 (Windows 95; eo-US; rv:1.9.0.20) Gecko/2011-05-01 14:36:06 Firefox/3.6.5,DDoS,Medium,False,This inside road model today.,Blocked
fb103364-db9d-47bc-a95a-021c94dcb43f,2020-02-08 05:58:17,123.30.114.134,123.81.99.146,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2 rv:2.0; se-NO) AppleWebKit/533.48.2 (KHTML, like Gecko) Version/4.0.3 Safari/533.48.2",Ransomware,High,True,Budget performance show enjoy paper.,Contained
b48d7d00-a2c7-4f11-8b91-69065f820a87,2022-03-14 14:48:59,90.220.174.113,25.209.74.14,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/36.0.820.0 Safari/531.2",Insider Threat,Low,False,Kid officer once agree ago our.,Recovered
9d3f4d18-325c-4faa-9aaa-68c9ff9b3a77,2020-07-15 02:37:29,162.51.151.50,125.28.121.16,Opera/8.27.(X11; Linux i686; lzh-TW) Presto/2.9.161 Version/11.00,Phishing,Critical,False,Shoulder front best left choose.,Blocked
e4deac53-b5d9-4788-a5ca-f661891aee4f,2020-03-17 23:04:34,159.214.234.71,36.208.12.151,Mozilla/5.0 (Android 3.0; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,Malware,Medium,False,Draw reveal somebody indicate.,Recovered
bdc2f79e-7636-48ec-b8e1-93ab3f81ec4a,2021-02-19 02:39:27,155.224.217.36,155.34.244.27,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-06-18 21:36:22 Firefox/3.8,Insider Threat,Low,False,Production expert politics claim responsibility turn.,Contained
20d4555f-1009-4d54-89b4-2468b5453921,2022-11-02 04:56:09,19.236.153.82,38.96.149.5,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/35.0.851.0 Safari/532.1",Ransomware,High,False,Drug option age before among despite serve.,Eradicated
342a4386-3687-4fa7-ad03-aa34b9060248,2023-02-08 17:21:10,169.102.86.49,69.194.184.128,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2010-09-06 01:53:53 Firefox/3.8,Malware,High,False,Clear several area north.,Contained
696e6970-d4ed-4895-a6d5-d0d34ebaf294,2020-07-05 02:56:04,187.250.208.109,42.101.0.213,Opera/8.12.(X11; Linux i686; sd-IN) Presto/2.9.180 Version/10.00,Malware,Low,False,Area reflect rest deep from computer upon stay.,Blocked
bc040aad-f5d2-4b2c-bf3f-ab23895d8748,2020-09-17 12:25:20,187.63.177.94,64.102.133.238,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_3; rv:1.9.3.20) Gecko/2021-10-18 15:28:26 Firefox/3.6.20,Ransomware,Critical,False,Card best happy option according.,Recovered
b33b4e9f-2bd8-45b7-bceb-f14793bbdfe9,2021-08-10 21:28:06,38.25.165.233,83.29.213.107,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/15.0.875.0 Safari/531.2",Phishing,High,False,Itself happy himself ten.,Eradicated
95f94564-f0f9-4681-a885-ea5d33a3ac39,2022-03-02 15:53:33,186.225.50.173,38.218.171.58,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9; rv:1.9.5.20) Gecko/2014-06-16 18:31:42 Firefox/3.8,Malware,High,False,Five minute discover structure next fast speech.,Contained
c475c366-33f3-4b27-94bc-30eff9559f47,2023-01-09 08:42:15,177.202.143.33,87.248.101.126,Mozilla/5.0 (Windows 98; Win 9x 4.90; tt-RU; rv:1.9.0.20) Gecko/2016-12-08 04:57:27 Firefox/7.0,Phishing,Critical,False,Party administration over education say.,Blocked
a359be6f-b6df-4ea8-b439-aa2e7cc4db97,2023-09-08 11:41:31,196.60.115.119,29.118.91.175,Opera/9.61.(Windows 95; tig-ER) Presto/2.9.172 Version/10.00,Malware,Medium,False,Most computer that focus may quite court ahead.,Blocked
0983ac19-b616-4d31-b8e3-a23cf9a66ceb,2020-12-03 21:24:52,213.2.243.110,37.150.242.83,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/18.0.882.0 Safari/533.0",Insider Threat,Critical,False,Break single address nature region above left evening.,Eradicated
264c462b-49f1-4631-8eb2-851bd4e01c4a,2021-03-10 18:32:57,107.7.23.22,27.111.101.48,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.31.1 (KHTML, like Gecko) Version/5.0 Safari/531.31.1",DDoS,Critical,False,Century democratic view store method deep herself certain.,Contained
fb08abc8-49dc-450c-af5b-3b3d9e6d6d68,2021-12-24 05:18:09,26.98.151.149,149.45.229.254,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.0),Ransomware,Critical,False,Area happy little.,Blocked
40edc7c1-0467-45a4-9f29-feb07af56e05,2021-06-21 02:50:05,116.253.162.11,114.146.88.8,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; bho-IN) AppleWebKit/534.46.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6534.46.7",Insider Threat,Critical,False,Center attack during write series.,Recovered
64e3e4be-37d5-4978-ad20-86be6b6e4bf7,2023-11-06 16:06:22,65.196.208.121,180.182.110.162,Mozilla/5.0 (Windows 98; byn-ER; rv:1.9.0.20) Gecko/2014-03-16 10:16:39 Firefox/3.6.10,DDoS,Low,False,Determine manager million.,Recovered
c085faac-f03c-4eaa-a5ee-f95426accefd,2022-04-28 15:06:15,92.14.152.160,7.185.106.183,Mozilla/5.0 (Android 6.0.1; Mobile; rv:10.0) Gecko/10.0 Firefox/10.0,Insider Threat,Critical,False,Everything task sense interest clearly appear picture thank.,Recovered
979e02dd-68ba-4009-921b-a9858ace2c70,2022-11-15 06:34:04,116.149.26.214,170.25.178.102,Mozilla/5.0 (Windows 95; hi-IN; rv:1.9.2.20) Gecko/2023-02-09 09:16:27 Firefox/3.6.4,DDoS,Critical,True,Begin away room instead material risk loss.,Contained
307cb2eb-726c-498a-b27b-04d52931abe1,2023-02-26 22:21:50,64.142.45.127,213.228.185.137,Mozilla/5.0 (Windows NT 5.1; hr-HR; rv:1.9.1.20) Gecko/2010-08-04 22:55:54 Firefox/3.6.10,Malware,Low,False,Forget listen possible position ok can raise.,Recovered
1e2b84de-2749-438d-be0d-1f6aebce6118,2021-01-01 05:57:24,46.71.172.182,77.124.58.131,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/11.4t0139.0 Mobile/36G466 Safari/536.0",Malware,Medium,False,Page picture time.,Contained
46385a1c-2c6b-4db8-a9bd-b63a0820d3b6,2020-09-24 21:16:38,78.45.185.100,193.106.100.40,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/38.0.838.0 Safari/535.0",Insider Threat,Medium,False,Time sense mouth building animal wish by as.,Blocked
d7bfacdd-9623-455a-9bde-0aba800db28a,2022-12-15 15:57:05,172.156.111.141,11.84.167.107,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.20.7 (KHTML, like Gecko) Version/5.0.1 Safari/535.20.7",Malware,Critical,False,Stop now receive north.,Blocked
6579cf0b-3705-485e-9a8c-c96bbfcddb7c,2023-08-17 10:21:29,62.53.253.159,63.222.147.219,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),DDoS,Medium,False,Capital eat strong none.,Blocked
aed603eb-8ba2-4de1-abe7-4f2e91d025c0,2022-05-25 13:05:57,93.43.143.224,95.241.18.76,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.46.2 (KHTML, like Gecko) Version/4.1 Safari/533.46.2",Ransomware,Low,False,New benefit continue.,Eradicated
d821752b-d429-4fe3-b53e-a7b89ee96145,2021-07-16 04:43:02,92.166.72.218,29.253.45.0,Opera/9.71.(Windows CE; nr-ZA) Presto/2.9.173 Version/11.00,Insider Threat,Low,False,Law participant in.,Blocked
de800d5c-921a-4f5e-bf41-4b27acde2466,2020-03-12 15:17:09,175.81.83.152,157.217.180.227,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.20.6 (KHTML, like Gecko) Version/5.0.5 Safari/535.20.6",Ransomware,Critical,False,Final cost yard add culture.,Contained
c32c87ca-ff66-457b-be69-8cb88eafded2,2021-02-25 17:28:05,1.162.122.139,179.56.252.201,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.40.3 (KHTML, like Gecko) Version/5.1 Safari/531.40.3",Phishing,Low,False,Election quite put space.,Blocked
18aa926f-ce2b-4e8b-83a3-afbcadcd6ed2,2023-03-27 10:42:27,66.213.2.8,92.65.183.45,Opera/9.25.(Windows NT 4.0; tr-TR) Presto/2.9.163 Version/12.00,DDoS,Critical,False,Learn marriage message relationship reality season someone.,Recovered
7400e641-60e0-4e4d-be01-a2fbe94138f4,2023-03-05 15:46:37,132.136.29.244,176.168.249.240,"Mozilla/5.0 (Windows 98) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/53.0.826.0 Safari/536.2",Insider Threat,Critical,False,Sea government entire way foreign value marriage.,Blocked
23c50522-26e5-4964-8c10-c98f90520707,2021-03-13 16:17:04,201.42.210.99,106.228.191.41,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1),Malware,Critical,True,Central nothing point maybe indeed president.,Recovered
1823bf1b-ef64-45ca-b91c-5cf2816bc636,2020-01-28 03:50:14,146.83.83.124,80.78.117.44,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),Phishing,Medium,False,Last behind team protect member.,Contained
7869de5a-27ee-4af8-ba32-4ead2b433ef6,2021-10-30 15:35:10,222.235.199.93,145.155.113.126,Opera/8.89.(Windows NT 6.1; ve-ZA) Presto/2.9.187 Version/11.00,Phishing,Medium,False,Level great front free.,Contained
390e7beb-59e2-4e5c-8ee6-5fe660958a1c,2021-11-23 18:44:58,163.235.167.206,157.253.233.192,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/61.0.844.0 Safari/532.1",Ransomware,High,False,Defense between ground.,Contained
48bcd972-440e-41d7-8d2c-14d147aff1c9,2022-02-14 02:06:45,76.98.249.230,208.104.181.51,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),Ransomware,Low,True,Always attack street scientist both away.,Contained
c9f5d30a-39f7-4092-a9c0-ba49393e9ccb,2020-11-29 09:13:45,69.86.61.28,22.36.120.151,Opera/8.61.(X11; Linux i686; hr-HR) Presto/2.9.181 Version/12.00,Malware,Medium,False,Wait conference important role conference.,Eradicated
ce4fb49d-4168-456b-99a8-94afbde3d8b1,2021-02-26 09:37:24,184.250.133.164,106.74.235.54,Opera/8.34.(Windows CE; tl-PH) Presto/2.9.186 Version/12.00,DDoS,High,False,Player now argue scientist attention stand draw.,Eradicated
5630a46e-83be-464d-8493-b9a25cca7d3c,2022-01-03 08:43:34,192.44.251.117,185.155.236.211,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_9; rv:1.9.5.20) Gecko/2013-07-27 14:00:21 Firefox/5.0,Ransomware,Low,True,Situation answer others wrong occur practice.,Contained
a7640dd1-2edf-4806-8430-41d28243410c,2022-03-24 14:54:09,10.219.57.156,16.143.125.15,Opera/9.58.(Windows NT 5.2; az-IN) Presto/2.9.170 Version/10.00,DDoS,High,False,Condition soon trial future likely major side recent.,Contained
af8f6bbb-765a-4f1f-926b-d4b18322a588,2021-04-01 10:24:07,176.125.35.49,206.241.62.240,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nhn-MX) AppleWebKit/535.41.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6535.41.5",Phishing,Low,False,Mother painting cover more then go trial.,Eradicated
58299fc7-3cc5-493d-a18b-68efa3f8cfb6,2020-11-20 01:16:30,46.112.170.172,36.236.37.58,Mozilla/5.0 (Windows NT 5.2; byn-ER; rv:1.9.2.20) Gecko/2020-11-06 04:11:16 Firefox/3.6.10,Phishing,Critical,False,Picture evening than this situation pull different memory.,Eradicated
50314ea6-f09b-4a29-b0b0-dc9ec7ea22f6,2024-01-07 15:59:45,103.187.43.20,133.112.27.139,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1; rv:1.9.5.20) Gecko/2021-06-29 22:57:35 Firefox/3.8,DDoS,High,False,Sell tend those event second minute easy.,Eradicated
d759e6df-4290-42f3-a409-892dcf3a6d0a,2022-02-17 23:56:01,183.65.17.168,150.206.212.11,Opera/8.56.(X11; Linux x86_64; crh-UA) Presto/2.9.165 Version/12.00,Malware,Low,False,Article environmental of budget plant.,Eradicated
68056c0c-9747-48fc-b0f1-a8d92ec774e8,2023-07-19 04:42:32,28.46.45.221,176.150.187.244,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/44.0.869.0 Safari/532.1",Insider Threat,High,False,Trouble lay war.,Recovered
01b26b7b-094f-4030-ace9-fcffa4060f51,2020-06-13 13:48:22,42.236.215.68,191.77.169.20,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.0),Phishing,High,True,Player use huge ahead raise near especially.,Blocked
bec0b282-0ea1-4771-a154-1605fe4912f6,2021-10-23 13:35:45,158.209.134.163,7.64.234.111,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6; rv:1.9.5.20) Gecko/2018-06-18 05:20:48 Firefox/3.8,Phishing,High,False,Fly name receive answer real skin.,Contained
97267965-c081-4999-b902-0db34d365a94,2024-01-26 14:29:40,77.254.152.91,197.173.152.78,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_4; rv:1.9.5.20) Gecko/2015-04-07 19:00:23 Firefox/7.0,DDoS,Medium,False,Pass performance gas information find.,Recovered
0bfe161e-4fa4-4cce-b01b-20fc3703a004,2021-11-13 18:53:11,130.37.232.233,91.31.172.211,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:3.0; he-IL) AppleWebKit/534.12.2 (KHTML, like Gecko) Version/5.1 Safari/534.12.2",Malware,Low,False,Send project respond year expert management.,Recovered
0e65a3a3-87e6-43d4-b4f1-6c40a07142d9,2022-01-01 09:00:21,84.247.177.187,199.109.60.91,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.22.3 (KHTML, like Gecko) Version/5.0.1 Safari/531.22.3",Malware,High,False,Never many system so social case.,Contained
